"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"524697","5","722693000080","722691000010","7226 93",," - - Electrolytically plated or coated with zinc","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and electrolytically plated or coated with zinc (excl. products of high-speed steel or silicon-electrical steel)",
"524698","6","722693200080","722693000080","7226 93 20","7226 93"," - - - Of a width not exceeding 500 mm, hot-rolled, not further worked than clad; of a width exceeding 500 mm, not further worked than surface-treated, including cladding (ECSC)","Flat-rolled products of alloy steel other than stainless, of a width of <= 500 mm, hot-rolled, electrolytically plated or coated with zinc, not further worked than clad; of a width of > 500 mm but < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", electrolytically plated or coated with zinc, not further worked than surface-treated ""incl. cladding"" ""ECSC"" (excl. of high-speed steel or silicon-electrical steel)","-"
"524699","6","722693800080","722693000080","7226 93 80","7226 93"," - - - Other","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, electrolytically plated or coated with zinc (excl. of a width of <= 500 mm, hot-rolled, not further worked than clad, of a width of > 500 mm, not further worked than surface-treated ""incl. cladding"", and products of high-speed steel or silicon-electrical steel)","-"
"524700","5","722694000080","722691000010","7226 94",," - - Otherwise plated or coated with zinc","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and plated or coated with zinc (excl. electrolytically plated or coated, and products of high-speed steel or silicon-electrical steel)",
"524701","6","722694200080","722694000080","7226 94 20","7226 94"," - - - Of a width not exceeding 500 mm, hot-rolled, not further worked than clad; of a width exceeding 500 mm, not further worked than surface-treated, including cladding (ECSC)","Flat-rolled products of alloy steel other than stainless, of a width of <= 500 mm, hot-rolled, plated or coated with zinc, not further worked than clad; of a width of > 500 mm but < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with zinc, not further worked than surface-treated ""incl. cladding"" ""ECSC"" (excl. electrolytically plated or coated, of high-speed steel or silicon-electrical steel)","-"
"524702","6","722694800080","722694000080","7226 94 80","7226 94"," - - - Other","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. electrolytically plated or coated with zinc, of a width of <= 500 mm, hot-rolled, not further worked than clad of a width of > 500 mm, not further worked than surface-treated ""incl. cladding"", and products of high-speed steel or silicon-electrical steel)","-"
"524703","5","722699000080","722691000010","7226 99",," - - Other","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc, and products of high-speed steel or silicon-electrical steel)",
"524704","6","722699200080","722699000080","7226 99 20","7226 99"," - - - Of a width not exceeding 500 mm, hot-rolled, not further worked than clad; of a width exceeding 500 mm, not further worked than surface-treated, including cladding (ECSC)","Flat-rolled products of alloy steel other than stainless, of a width of <= 500 mm, hot-rolled, not further worked than clad; of a width of > 500 mm but < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not further worked than surface-treated ""incl. cladding"" ""ECSC"" (excl. plated or coated with zinc, of high-speed steel or silicon-electrical steel)","-"
"524705","6","722699800080","722699000080","7226 99 80","7226 99"," - - - Other","Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc, of a width of <= 500 mm, hot-rolled, not further worked than clad of a width of > 500 mm, not further worked than surface-treated ""incl. cladding"", and products of high-speed steel or silicon-electrical steel)","-"
"524706","3","722700000080","720020000090","7227","72"," Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel","Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils ""ECSC""",
"524707","4","722710000080","722700000080","7227 10 00","7227"," -  Of high-speed steel (ECSC)","Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils ""ECSC""","-"
"524708","4","722720000080","722700000080","7227 20 00","7227"," -  Of silico-manganese steel (ECSC)","Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils ""ECSC""","-"
"524709","4","722790000080","722700000080","7227 90","7227"," -  Other","Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils ""ECSC"" (excl. products of high-speed steel or silicon-electrical steel)",
"524710","5","722790100080","722790000080","7227 90 10","7227 90"," - - Containing by weight 0,0008 % or more of boron with any other element less than the minimum content referred to in note 1 (f) to this chapter (ECSC)","Bars and rods, hot-rolled, of steel containing by weight >= 0,0008% of boron with any other element < the minimum content referred to in Note 1f) to this chapter, in irregularly wound coils ""ECSC""","-"
"524711","5","722790500080","722790000080","7227 90 50","7227 90"," - - Containing by weight 0,9 % or more but not more than 1,15 % of carbon, 0,5 % or more but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum (ECSC)","Bars and rods, hot-rolled, containing by weight 0,9% to 1,15% carbon, 0,5% to 2% of chromium and, if present, <= 0,5 of molybdenum, in irregularly wound coils ""ECSC""","-"
"524712","5","722790950080","722790000080","7227 90 95","7227 90"," - - Other (ECSC)","Bars and rods, hot-rolled, in irregularly wound coils of alloy steel other than stainless ""ECSC"" (excl. of high-speed steel or silico-manganese steel and bars and rods of subheading Nos 7227.90.10 and 7227.90.50)","-"
"524713","3","722800000080","720020000090","7228","72"," Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel","Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy steel other than stainless, n.e.s.; hollow drill bars and rods, of alloy or non-alloy steel",
"524714","4","722810000080","722800000080","7228 10","7228"," -  Bars and rods, of high-speed steel","Bars and rods of high-speed steel (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",
"524715","5","722810100080","722810000080","7228 10 10","7228 10"," - - Not further worked than hot-rolled, hot-drawn or extruded (ECSC)","Bars and rods of high-speed steel, not further worked than hot-rolled, hot-drawn or extruded ""ECSC"" (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524716","5","722810300010","722810000080",,"7228 10"," - - Other",,
"524717","6","722810300080","722810300010","7228 10 30",," - - - Hot-rolled, hot-drawn or extruded, not further worked than clad (ECSC)","Bars and rods of high-speed steel, hot-rolled, hot-drawn or extruded, not further worked than clad ""ECSC"" (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524718","6","722810500080","722810300010","7228 10 50",," - - - Forged","Bars and rods of high-speed steel, forged (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524719","6","722810900080","722810300010","7228 10 90",," - - - Other","Bars and rods of high-speed steel, not further worked than cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked (excl. forged products, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524720","4","722820000080","722800000080","7228 20","7228"," -  Bars and rods, of silico-manganese steel","Bars and rods of silico-manganese steel (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",
"524721","5","722820110010","722820000080",,"7228 20"," - - Not further worked than hot-rolled, hot-drawn or extruded",,
"524722","6","722820110080","722820110010","7228 20 11",," - - - Of rectangular (other than square) cross-section, rolled on four faces (ECSC)","Bars and rods of silico-manganese steel, not further worked than hot-rolled, hot-drawn or extruded, of rectangular ""other than square"" cross-section, rolled on four faces ""ECSC"" (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524723","6","722820190080","722820110010","7228 20 19",," - - - Other (ECSC)","Bars and rods of silico-manganese steel, not further worked than hot-rolled, hot-drawn or extruded, of square or other than rectangular cross-section (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524724","5","722820300010","722820000080",,"7228 20"," - - Other",,
"524725","6","722820300080","722820300010","7228 20 30",," - - - Hot-rolled, hot-drawn or extruded, not further worked than clad (ECSC)","Bars and rods of silico-manganese steel, hot-rolled, hot-drawn or extruded, not further worked than clad ""ECSC"" (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524726","6","722820600080","722820300010","7228 20 60",," - - - Other","Bars and rods of silico-manganese steel, only cold-formed or cold-finished, incl. further worked, or hot-rolled and further worked (excl. hot-rolled, hot drawn or extruded, not further worked than clad, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524727","4","722830000080","722800000080","7228 30","7228"," -  Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded","Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn or extruded ""ECSC"" (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",
"524728","5","722830200080","722830000080","7228 30 20","7228 30"," - - Of tool steel (ECSC)","Bars and rods of tool steel, only hot-rolled, only hot-drawn or only extruded ""ECSC"" (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524729","5","722830410010","722830000080",,"7228 30"," - - Containing by weight 0,9 % or more but not more than 1,15 % of carbon, 0,5 % or more but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum",,
"524730","6","722830410080","722830410010","7228 30 41",," - - - Of circular cross-section of a diameter of 80 mm or more (ECSC)","Bars and rods containing by weight 0,9 to 1,15% of carbon and 0,5 to 2% of chromium, and, if present, <= 0,5% of molybdenum, only hot-rolled, hot-drawn or hot-extruded, of a circular cross-section of a diameter of >= 80 mm ""ECSC"" (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524731","6","722830490080","722830410010","7228 30 49",," - - - Other (ECSC)","Bars and rods containing by weight 0,9 to 1,15% of carbon and 0,5 to 2% of chromium, and, if present, <= 0,5% of molybdenum, only hot-rolled, only hot-drawn or hot-extruded ""ECSC"" (other than of circular cross-section, of a diameter of >= 80 mm and excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524732","5","722830610010","722830000080",,"7228 30"," - - Other",,
"524733","6","722830610020","722830610010",,," - - - Of circular cross-section, of a diameter of",,
"524734","7","722830610080","722830610020","7228 30 61",," - - - - 80 mm or more (ECSC)","Bars and rods of alloy steel other than stainless steel, only hot-rolled, hot-drawn or hot-extruded, of circular cross-section, of a diameter of >= 80 mm ""ECSC"" (other than of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.30.41 and excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524735","7","722830690080","722830610020","7228 30 69",," - - - - Less than 80 mm (ECSC)","Bars and rods or alloy steel other than stainless steel, only hot-rolled, hot-drawn or hot-extruded, of circular cross-section, of a diameter of < 80 mm ""ECSC"" (other than of high-speed steel, silico-manganese steel, tool steel and articles of subheading 7228.30.49 and excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524736","6","722830700080","722830610010","7228 30 70",," - - - Of rectangular (other than square) cross-section, rolled on four faces (ECSC)","Bars and rods of alloy steel other than stainless steel, only hot-rolled, hot-drawn or hot-extruded, of rectangular other than square cross-section, rolled on four faces ""ECSC"" (other than of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.30.41 and 7228.30.49 and excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524737","6","722830890080","722830610010","7228 30 89",," - - - Other (ECSC)","Bars and rods of alloy steel other than stainless steel, only hot-rolled, hot-drawn or hot-extruded, of rectangular other than square cross-section, rolled on four faces, or of circular cross-section ""ECSC"" (other than of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.30.49 and excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524738","4","722840000080","722800000080","7228 40","7228"," -  Other bars and rods, not further worked than forged","Bars and rods of alloy steel other than stainless, not further worked than forged (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",
"524739","5","722840100080","722840000080","7228 40 10","7228 40"," - - Of tool steel","Bars and rods of tool steel, only forged (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524740","5","722840900080","722840000080","7228 40 90","7228 40"," - - Other","Bars and rods of alloy steel, other than stainless steel, only forged (excl. of high-speed steel, silico-manganese steel, tool steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524741","4","722850000080","722800000080","7228 50","7228"," -  Other bars and rods, not further worked than cold-formed or cold-finished","Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",
"524742","5","722850200080","722850000080","7228 50 20","7228 50"," - - Of tool steel","Bars and rods of tool steel, only cold-formed or cold-finished (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524743","5","722850400080","722850000080","7228 50 40","7228 50"," - - Containing by weight 0,9 % or more but not more than 1,15 % of carbon, 0,5 % or more but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum","Bars and rods containing 0,9% to 1,15% of carbon, 0,5% to 2% of chromium and, if present <= 0,5% of molybdenum, only cold-formed or cold-finished (excl. semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524744","5","722850610010","722850000080",,"7228 50"," - - Other",,
"524745","6","722850610020","722850610010",,," - - - Of circular cross-section, of a diameter of",,
"524746","7","722850610080","722850610020","7228 50 61",," - - - - 80 mm or more","Bars and rods of alloy steel, other than stainless steel, not further worked than cold-formed or cold-finished, of circular cross-section, of a diameter of >= 80 mm (excl. of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.50.40, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524747","7","722850690080","722850610020","7228 50 69",," - - - - Less than 80 mm","Bars and rods of alloy steel, other than stainless steel, not further worked than cold-formed or cold-finished, of circular cross-section, of a diameter of < 80 mm (excl. of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.50.40, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524748","6","722850700080","722850610010","7228 50 70",," - - - Of rectangular (other than square) cross-section, rolled on four faces","Bars and rods of alloy steel, other than stainless steel, not further worked than cold-formed or cold-finished, of rectangular ""other than square"" cross-section, rolled on four faces (excl. of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.50.40, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524749","6","722850890080","722850610010","7228 50 89",," - - - Other","Bars and rods of alloy steel, other than stainless steel, not further worked than cold-formed or cold-finished, of rectangular ""other than square"" cross-section, rolled on four faces or of circular cross-section (excl. of high-speed steel, silico-manganese steel, tool steel, articles of subheading 7228.50.40, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524750","4","722860000080","722800000080","7228 60","7228"," -  Other bars and rods","Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further worked or hot-formed and further worked, n.e.s. (excl. products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",
"524751","5","722860100080","722860000080","7228 60 10","7228 60"," - - Hot-rolled, hot-drawn or extruded, not further worked than clad (ECSC)","Bars and rods of alloy steel other than stainless, hot-rolled, hot-drawn or extruded, not further worked than clad ""ECSC"" (excl. products of high-speed steel or silico-manganese steel, hot-rolled, hot-drawn or extruded, not further worked than clad, products of high-speed steel or silico-manganese steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524752","5","722860810010","722860000080",,"7228 60"," - - Other",,
"524753","6","722860810080","722860810010","7228 60 81",," - - - Of tool steel","Bars and rods of tool steel, cold-formed or cold-finished and further worked or hot-formed and further worked (excl. hot-rolled, hot-drawn or extruded, not further worked than clad, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524754","6","722860890080","722860810010","7228 60 89",," - - - Other","Bars and rods of alloy steel, other than stainless steel, cold-formed or cold-finished and further worked or hot-formed and further worked (excl. hot-rolled, hot-drawn or extruded, not further worked than clad, and bars and rods of high-speed steel, silico-manganese steel or tool steel, semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)","-"
"524755","4","722870000080","722800000080","7228 70","7228"," -  Angles, shapes and sections","Angles, shapes and sections of alloy steel other than stainless, n.e.s.",
"524756","5","722870100080","722870000080","7228 70 10","7228 70"," - - Not further worked than hot-rolled, hot-drawn or extruded (ECSC)","Angles, shapes and sections of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn or extruded ""ECSC""","-"
"524757","5","722870310010","722870000080",,"7228 70"," - - Other",,
"524758","6","722870310080","722870310010","7228 70 31",," - - - Hot-rolled, hot-drawn or extruded, not further worked than clad (ECSC)","Angles, shapes and sections of alloy steel other than stainless, hot-rolled, hot-drawn, not further worked than clad ""ECSC""","-"
"524759","6","722870910010","722870310010",,," - - - Other",,
"524760","7","722870910080","722870910010","7228 70 91",," - - - - Not further worked than cold-formed or cold-finished","Angles, shapes and sections of alloy steel other than stainless, not further worked than cold-formed or cold-finished","-"
"524761","7","722870990080","722870910010","7228 70 99",," - - - - Other","Angles, shapes and sections of alloy steel other than stainless, cold-formed or cold-finished and further worked or not further worked than forged or forged or otherwise hot-formed and further worked, n.e.s. (excl. products hot-rolled, hot-drawn or extruded, not further worked than clad)","-"
"524762","4","722880000080","722800000080","7228 80","7228"," -  Hollow drill bars and rods","Hollow drill bars and rods, of alloy or non-alloy steel",
"524763","5","722880100080","722880000080","7228 80 10","7228 80"," - - Of alloy steel (ECSC)","Hollow drill bars and rods, of alloy steel ""ECSC""","-"
"524764","5","722880900080","722880000080","7228 80 90","7228 80"," - - Of non-alloy steel (ECSC)","Hollow drill bars and rods, of non-alloy steel ""ECSC""","-"
"524765","3","722900000080","720020000090","7229","72"," Wire of other alloy steel","Wire of alloy steel other than stainless, in coils (excl. bars and rods)",
"524766","4","722910000080","722900000080","7229 10 00","7229"," -  Of high-speed steel","Wire of high-speed steel, in coils (excl. bars and rods)","-"
"524767","4","722920000080","722900000080","7229 20 00","7229"," -  Of silico-manganese steel","Wire of silico-manganese steel, in coils (excl. bars and rods)","-"
"524768","4","722990000080","722900000080","7229 90","7229"," -  Other","Wire of alloy steel other than stainless, in coils (excl. bars and rods and wire of high-speed steel or of silico-manganese steel)",
"524769","5","722990500080","722990000080","7229 90 50","7229 90"," - - Containing by weight 0,9 % or more but not more than 1,15 % of carbon, 0,5 % or more but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum","Wire of steel containing by weight 0,9% to 1,1% of carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum, in coils (excl. rolled bars and rods)","-"
"524770","5","722990900080","722990000080","7229 90 90","7229 90"," - - Other","Wire of alloy steel other than stainless, in coils (excl. rolled bars and rods, wire of high-speed steel or silico-manganese steel and articles of subheading 7229.90.50)","-"
"524771","2","730020000090","720010000090","73"," XV"," CHAPTER 73 - ARTICLES OF IRON OR STEEL","ARTICLES OF IRON OR STEEL",
"524772","3","730100000080","730020000090","7301","73"," Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel","Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",
"524773","4","730110000080","730100000080","7301 10 00","7301"," -  Sheet piling (ECSC)","Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements ""ECSC""","-"
"524774","4","730120000080","730100000080","7301 20 00","7301"," -  Angles, shapes and sections","Angles, shapes and sections, of iron or steel, welded","-"
"524775","3","730200000080","730020000090","7302","73"," Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips, bedplates, ties and other material specialized for jointing or fixing rails","Railway or tramway track construction material of iron or steel, the following : rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers ""cross-ties"", fish-plates, chairs, chair wedges, sole plates ""base plates"", rail clips, bedplates, ties and other material specialized for jointing or fixing rails",
"524776","4","730210000080","730200000080","7302 10","7302"," -  Rails","Rails of iron or steel, for railway or tramway track (excl. check-rails)",
"524777","5","730210100080","730210000080","7302 10 10","7302 10"," - - Current-conducting, with parts of non-ferrous metal","Current-conducting rails of iron or steel, with parts of non-ferrous metal, for railway or tramway track (excl. check-rails)","-"
"524778","5","730210310010","730210000080",,"7302 10"," - - Other",,
"524779","6","730210310020","730210310010",,," - - - New",,
"524780","7","730210310080","730210310020","7302 10 31",," - - - - Of a weight per m of 20 kg or more (ECSC)","Rails of iron or steel, for railway or tramway track, new, of a weight per m of >= 20 kg ""ECSC"" (excl. check-rails)","-"
"524781","7","730210390080","730210310020","7302 10 39",," - - - - Of a weight per m of less than 20 kg (ECSC)","Rails of iron or steel, for railway or tramway track, new, of a weight per m of < 20 kg ""ECSC"" (excl. check-rails)","-"
"524782","6","730210900080","730210310010","7302 10 90",," - - - Used (ECSC)","Rails of iron or steel, for railway or tramway track, used ""ECSC"" (excl. check-rails)","-"
"524783","4","730220000080","730200000080","7302 20 00","7302"," -  Sleepers (cross-ties) (ECSC)","Sleepers ""cross-ties"" of iron or steel ""ECSC""","-"
"524784","4","730230000080","730200000080","7302 30 00","7302"," -  Switch blades, crossing frogs, point rods and other crossing pieces","Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway track, of iron or steel","-"
"524785","4","730240000080","730200000080","7302 40","7302"," -  Fish-plates and sole plates","Fish-plates and sole plates of iron or steel, for railways or tramways",
"524786","5","730240100080","730240000080","7302 40 10","7302 40"," - - Rolled (ECSC)","Fish-plates and sole plates of iron or steel, for railways or tramways, rolled ""ECSC""","-"
"524787","5","730240900080","730240000080","7302 40 90","7302 40"," - - Other","Fish-plates and sole plates of iron or steel, for railways or tramways (excl. rolled products ""ECSC"")","-"
"524788","4","730290000080","730200000080","7302 90","7302"," -  Other","Check-rails, rack rails, chairs, chair wedges, rail clips, bedplates and ties and other specialized material for the jointing or fixing of railway or tramway track, of iron or steel (excl. rails, sleepers ""cross-ties"", and switch blades, crossing frogs, point rods and other crossing pieces)",
"524789","5","730290100080","730290000080","7302 90 10","7302 90"," - - Check-rails (ECSC)","Check-rails of iron or steel, for railway or tramway track ""ECSC""","-"
"524790","5","730290300080","730290000080","7302 90 30","7302 90"," - - Rail clips, bedplates and ties","Rail clips, bedplates and ties, of iron or steel, for railway or tramway track ""ECSC""","-"
"524791","5","730290900080","730290000080","7302 90 90","7302 90"," - - Other","Rack rails, chairs, chair wedges and other specialized material for the jointing or fixing of railway or tramway track, of iron or steel (excl. rails and sleepers ""cross-ties"", switch blades, crossing frogs, point rods and other crossing pieces, fish-plates, sole plates ""base plates"", check-rails, rail clips, bedplates and ties)","-"
"524792","3","730300000080","730020000090","7303 00","73"," Tubes, pipes and hollow profiles, of cast iron","Tubes, pipes and hollow profiles, of cast iron",
"524793","4","730300100080","730300000080","7303 00 10","7303 00"," -  Tubes and pipes of a kind used in pressure systems","Tubes and pipes of a kind used in pressure systems, of cast iron","-"
"524794","4","730300900080","730300000080","7303 00 90","7303 00"," -  Other","Tubes, pipes and hollow profiles, of cast iron (excl. products of a kind used in pressure systems)","-"
"524795","3","730400000080","730020000090","7304","73"," Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel","Tubes, pipes and hollow profiles, seamless, of iron or steel (excl. products of cast iron)",
"524796","4","730410000080","730400000080","7304 10","7304"," -  Line pipe of a kind used for oil or gas pipelines","Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excl. products of cast iron)",
"524797","5","730410100080","730410000080","7304 10 10","7304 10"," - - Of an external diameter not exceeding 168,3 mm","Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel, of an external diameter of <= 168,3 mm (excl. products of cast iron)","-"
"524798","5","730410300080","730410000080","7304 10 30","7304 10"," - - Of an external diameter exceeding 168,3 mm, but not exceeding 406,4 mm","Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel, of an external diameter of > 168,3 mm but <= 406,4 mm (excl. products of cast iron)","-"
"524799","5","730410900080","730410000080","7304 10 90","7304 10"," - - Of an external diameter exceeding 406,4 mm","Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel, of an external diameter of > 406,4 mm (excl. products of cast iron)","-"
"524800","4","730421000010","730400000080",,"7304"," -  Casing, tubing and drill pipe, of a kind used in drilling for oil or gas",,
"524801","5","730421000080","730421000010","7304 21 00",," - - Drill pipe","Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excl. products of cast iron)","-"
"524802","5","730429000080","730421000010","7304 29",," - - Other","Casing and tubing of a kind used in drilling for oil or gas, seamless, of iron or steel (excl. products of cast iron)",
"524803","6","730429110080","730429000080","7304 29 11","7304 29"," - - - Of an external diameter not exceeding 406,4 mm","Casing and tubing of a kind used for drilling for oil or gas, seamless, of iron or steel, of an external diameter <= 406,4 mm (excl. products of cast iron)","-"
"524804","6","730429190080","730429000080","7304 29 19","7304 29"," - - - Of an external diameter exceeding 406,4 mm","Casing and tubing of a kind used for drilling for oil or gas, seamless, of iron or steel, of an external diameter > 406,4 mm (excl. products of cast iron)","-"
"524805","4","730431000010","730400000080",,"7304"," -  Other, of circular cross-section, of iron or non-alloy steel",,
"524806","5","730431000080","730431000010","7304 31",," - - Cold-drawn or cold-rolled (cold-reduced)","Tubes, pipes and hollow profiles seamless, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used for drilling for oil or gas)",
"524807","6","730431100080","730431000080","7304 31 10","7304 31"," - - - With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft","Tubes, pipes and hollow profiles seamless, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"", with attached fittings, for gases or liquids, for civil aircraft (excl. cast iron products)","-"
"524808","6","730431910010","730431000080",,"7304 31"," - - - Other",,
"524809","7","730431910080","730431910010","7304 31 91",," - - - - Precision tubes","Precision tubes, seamless, of circular cross-section, of non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used for drilling for oil or gas and pipes with attached fittings, for gases or liquids, for civil aircraft)","-"
"524810","7","730431990080","730431910010","7304 31 99",," - - - - Other","Tubes, pipes and hollow profiles seamless, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas and pipes with attached fittings, for gases or liquids, for civil aircraft, and precision tubes)","-"
"524811","5","730439000080","730431000010","7304 39",," - - Other","Tubes, pipes and hollow profiles seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)",
"524812","6","730439100080","730439000080","7304 39 10","7304 39"," - - - Unworked, straight and of uniform wall-thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses","Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"", unworked, straight and of uniform wall-thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses (excl. cast iron products)","-"
"524813","6","730439200010","730439000080",,"7304 39"," - - - Other",,
