"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit","Description of supplementary unit"
"325504","3","732300000080","730021000090","7323","73"," Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel","Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"325505","4","732310000080","732300000080","7323 10 00","7323","- Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like","Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",,
"325506","4","732391000010","732300000080",,"7323","- Other",,,
"325507","5","732391000080","732391000010","7323 91 00",,"-- Of cast iron, not enamelled","Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"325508","5","732392000080","732391000010","7323 92 00",,"-- Of cast iron, enamelled","Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"325509","5","732393000080","732391000010","7323 93",,"-- Of stainless steel","Table, kitchen or other household articles, and parts thereof, of stainless steel (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"325510","6","732393100080","732393000080","7323 93 10","7323 93","--- Articles for table use","Household articles for table use, of stainless steel (excl. cans, boxes and similar containers of heading 7310; corkscrews, nutcrackers and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"325511","6","732393900080","732393000080","7323 93 90","7323 93","--- Other","Kitchen or other household articles, and parts thereof, of stainless steel (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware; articles for table use)",,
"325512","5","732394000080","732391000010","7323 94",,"-- Of iron (other than cast iron) or steel, enamelled","Table, kitchen or other household articles, and parts thereof, of iron other than cast iron or steel other than stainless, enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware; articles for table use)",,
"325513","6","732394100080","732394000080","7323 94 10","7323 94","--- Articles for table use","Articles for table use, of iron other than cast iron or steel other than stainless, enamelled (excl. cans, boxes and similar containers of heading 7310; spoons, ladles etc. of heading 8215; ornamental articles)",,
"325514","6","732394900080","732394000080","7323 94 90","7323 94","--- Other","Kitchen or other household articles, and parts thereof, of iron other than cast iron or steel other than stainless, enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels and other articles of the nature of a work implement; spoons, ladles etc. of heading 8215; ornamental articles; sanitary ware; articles for table use)",,
"325515","5","732399000080","732391000010","7323 99",,"-- Other","Table, kitchen or other household articles, and parts thereof, of iron other than cast iron or steel other than stainless (excl. enamelled articles; cans, boxes and similar containers of heading 7310; waste baskets; shovels and other articles of the nature of a work implement; cutlery, spoons, ladles etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"325516","6","732399100080","732399000080","7323 99 10","7323 99","--- Articles for table use","Articles for table use, of iron other than cast iron or steel other than stainless (excl. enamelled articles; cans, boxes and similar containers of heading 7310; corkscrews, nutcrackers and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles)",,
"325517","6","732399910010","732399000080",,"7323 99","--- Other",,,
"325518","7","732399910080","732399910010","7323 99 91",,"---- Varnished or painted","Kitchen or other household articles, and parts thereof, of iron other than cast iron or steel other than stainless, varnished or painted (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels and other articles of the nature of a work implement; ornamental articles; sanitary ware)",,
"325519","7","732399990080","732399910010","7323 99 99",,"---- Other","Table, kitchen or other household articles and parts thereof, of iron other than cast iron or steel other than stainless (excl. enamelled, painted or varnished articles; cans, boxes and similar containers in heading 7310; waste baskets; shovels, corkscrews, waffle irons, etc.; articles of cutlery such as spoons, ladles, forks, etc. in heading 8211 to 8215; decorative articles; sanitary ware; articles for table use)",,
"325520","3","732400000080","730021000090","7324","73"," Sanitary ware and parts thereof, of iron or steel","Sanitary ware, and parts thereof, of iron or steel (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings)",,
"325521","4","732410000080","732400000080","7324 10 00","7324","- Sinks and washbasins, of stainless steel","Sinks and washbasins, of stainless steel",,
"325522","4","732421000010","732400000080",,"7324","- Baths",,,
"325523","5","732421000080","732421000010","7324 21 00",,"-- Of cast iron, whether or not enamelled","Baths of cast iron, whether or not enamelled","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325524","5","732429000080","732421000010","7324 29 00",,"-- Other","Baths of steel sheet","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325525","4","732490000080","732400000080","7324 90 00","7324","- Other, including parts","Sanitary ware, incl. parts thereof (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings, complete sinks and washbasins, of stainless steel, complete baths and fittings)",,
"325526","3","732500000080","730021000090","7325","73"," Other cast articles of iron or steel","Articles of iron or steel, cast, n.e.s.",,
"325527","4","732510000080","732500000080","7325 10","7325","- Of non-malleable cast iron","Articles of iron or steel, of non-malleable cast iron, n.e.s.",,
"325528","5","732510500080","732510000080","7325 10 50","7325 10","-- Surface and valve boxes","Surface and valve boxes, of non-malleable cast iron","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325529","5","732510920010","732510000080",,"7325 10","-- Other",,,
"325530","6","732510920080","732510920010","7325 10 92",,"--- For sewage, water, etc., systems","Articles of non-malleable cast iron, for sewage, water, etc., systems (excl. surface and valve boxes)",,
"325531","6","732510990080","732510920010","7325 10 99",,"--- Other","Articles of non-malleable cast iron, n.e.s. (excl. surface and valve boxes and articles for sewage, water, etc. systems)",,
"325532","4","732591000010","732500000080",,"7325","- Other",,,
"325533","5","732591000080","732591000010","7325 91 00",,"-- Grinding balls and similar articles for mills","Grinding balls and similar articles for mills, cast (excl. such articles of non-malleable cast iron)",,
"325534","5","732599000080","732591000010","7325 99",,"-- Other","Cast articles of iron or steel, n.e.s. (excl. articles of non-malleable cast iron, and grinding balls and similar articles for mills)",,
"325535","6","732599100080","732599000080","7325 99 10","7325 99","--- Of malleable cast iron","Articles of malleable cast iron, n.e.s. (excl. grinding balls and similar articles for mills)",,
"325536","6","732599900080","732599000080","7325 99 90","7325 99","--- Other","Articles of iron or steel, cast, n.e.s. (excl. of malleable or non-malleable cast iron, grinding balls and similar articles for mills)",,
"325537","3","732600000080","730021000090","7326","73"," Other articles of iron or steel","Articles of iron or steel, n.e.s. (excl. cast articles)",,
"325538","4","732611000010","732600000080",,"7326","- Forged or stamped, but not further worked",,,
"325539","5","732611000080","732611000010","7326 11 00",,"-- Grinding balls and similar articles for mills","Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked",,
