"Order","Level","Code","Parent","Code","Parent","Supplementary unit","Description","Self-explanatory texts","Description of supplementary unit","Unit","Explanatory notes","Unit","Illustration","Illustration"
"55596","6","271011150080","271011000080","2710 11 15","2710 11",,"- - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 11 11","Light oils of petroleum or bituminous minerals, for undergoing chemical transformation (excl. specific processes specified in Additional Note 4 to chapter 27)",,,,,,
"55597","6","271011210010","271011000080",,"2710 11",,"- - - For other purposes",,,,,,,
"55598","7","271011210020","271011210010",,,,"- - - - Special spirits",,,,,,,
"55599","8","271011210080","271011210020","2710 11 21",,,"- - - - - White spirit","White spirit",,,,,,
"55600","8","271011250080","271011210020","2710 11 25",,,"- - - - - Other","Special spirits (excl. white spirit) of petroleum or bituminous minerals",,,,,,
"55601","7","271011310010","271011210010",,,,"- - - - Other",,,,,,,
"55602","8","271011310020","271011310010",,,,"- - - - - Motor spirit",,,,,,,
"55603","9","271011310080","271011310020","2710 11 31",,,"- - - - - - Aviation spirit","Aviation spirit",,,,,,
"55604","9","271011410010","271011310020",,,,"- - - - - - Other, with a lead content",,,,,,,
"55605","10","271011410020","271011410010",,,,"- - - - - - - Not exceeding 0,013 g per litre",,,,,,,
"55606","11","271011410080","271011410020","2710 11 41",,"1 000 l","- - - - - - - - With an octane number (RON) of less than 95","Motor spirit, with a lead content <= 0,013 g/l, with an research octane number ""RON"" of < 95","Thousand litres",,,,,
"55607","11","271011450080","271011410020","2710 11 45",,"1 000 l","- - - - - - - - With an octane number (RON) of 95 or more but less than 98","Motor spirit, with a lead content <= 0,013 g/l, with an research octane number ""RON"" of >= 95, but < 98","Thousand litres",,,,,
"55608","11","271011490080","271011410020","2710 11 49",,"1 000 l","- - - - - - - - With an octane number (RON) of 98 or more","Motor spirit, with a lead content <= 0,013 g/l, with an research octane number ""RON"" of >= 98","Thousand litres",,,,,
"55609","10","271011510010","271011410010",,,,"- - - - - - - Exceeding 0,013 g per litre",,,,,,,
"55610","11","271011510080","271011510010","2710 11 51",,"1 000 l","- - - - - - - - With an octane number (RON) of less than 98","Motor spirit, with a lead content > 0,013 g/l, with an research octane number ""RON"" of < 98 (excl. aviation spirit)","Thousand litres",,,,,
"55611","11","271011590080","271011510010","2710 11 59",,"1 000 l","- - - - - - - - With an octane number (RON) of 98 or more","Motor spirit, with a lead content > 0,013 g/l, with an research octane number ""RON"" of >= 98 (excl. aviation spirit)","Thousand litres",,,,,
"55612","8","271011700080","271011310010","2710 11 70",,,"- - - - - Spirit type jet fuel","Jet fuel, spirit type (excl. aviation spirit)",,,,,,
"55613","8","271011900080","271011310010","2710 11 90",,,"- - - - - Other light oils","Light oils and preparations, of petroleum or bituminous minerals, n.e.s. (excl. for undergoing chemical transformation, for undergoing a specific process as defined in Additional Note 4 to chapter 27, and special spirits, motor spirit and spirit type jet fuel)",,,,,,
"55614","5","271019000080","271011000010","2710 19",,,"- - Other","Medium oils and preparations, of petroleum or bituminous minerals, n.e.s.",,,,,,
"55615","6","271019110010","271019000080",,"2710 19",,"- - - Medium oils",,,,,,,
"55616","7","271019110080","271019110010","2710 19 11",,,"- - - - For undergoing a specific process","Medium oils of petroleum or bituminous minerals for undergoing a specific process as defined in Additional Note 4 to chapter 27",,,,,,
"55617","7","271019150080","271019110010","2710 19 15",,,"- - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 11","Medium oils of petroleum or bituminous minerals, for undergoing chemical transformation (excl. specific processes specified in Additional Note 4 to chapter 27)",,,,,,
"55618","7","271019210010","271019110010",,,,"- - - - For other purposes",,,,,,,
"55619","8","271019210020","271019210010",,,,"- - - - - Kerosene",,,,,,,
"55620","9","271019210080","271019210020","2710 19 21",,,"- - - - - - Jet fuel","Jet fuel, kerosene type",,,,,,
"55621","9","271019250080","271019210020","2710 19 25",,,"- - - - - - Other","Kerosene (excl. jet fuel)",,,,,,
"55622","8","271019290080","271019210010","2710 19 29",,,"- - - - - Other","Medium oils and preparations, of petroleum or bituminous minerals, n.e.s. (excl. for undergoing chemical transformation, for undergoing a specific process as defined in Additional Note 4 to chapter 27, and kerosene)",,,,,,
"55623","6","271019310010","271019000080",,"2710 19",,"- - - Heavy oils",,,,,,,
"55624","7","271019310020","271019310010",,,,"- - - - Gas oils",,,,,,,
"55625","8","271019310080","271019310020","2710 19 31",,,"- - - - - For undergoing a specific process","Gas oils of petroleum or bituminous minerals for undergoing a specific process as defined in Additional Note 4 to chapter 27",,,,,,
"55626","8","271019350080","271019310020","2710 19 35",,,"- - - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 31","Gas oils of petroleum or bituminous minerals, for undergoing chemical transformation (excl. specific processes specified in Additional Note 4 to chapter 27)",,,,,,
"55627","8","271019410010","271019310020",,,,"- - - - - For other purposes",,,,,,,
"55628","9","271019410080","271019410010","2710 19 41",,,"- - - - - - With a sulphur content not exceeding 0,05 % by weight","Gas oils of petroleum or bituminous minerals, with a sulphur content of <= 0,05% by weight (excl. for undergoing chemical transformation and for undergoing a specific process as defined in Additional Note 4 to chapter 27)",,,,,,
"55629","9","271019450080","271019410010","2710 19 45",,,"- - - - - - With a sulphur content exceeding 0,05 % by weight but not exceeding 0,2 % by weight","Gas oils of petroleum or bituminous minerals, with a sulphur content of > 0,05% but <= 0,2% by weight (excl. for undergoing chemical transformation and for undergoing a specific process as defined in Additional Note 4 to chapter 27)",,,,,,
"55630","9","271019490080","271019410010","2710 19 49",,,"- - - - - - With a sulphur content exceeding 0,2 % by weight","Gas oils of petroleum or bituminous minerals, with a sulphur content of > 0,2% by weight (excl. for undergoing chemical transformation and for undergoing a specific process as defined in Additional Note 4 to chapter 27)",,,,,,
"55631","7","271019510010","271019310010",,,,"- - - - Fuel oils",,,,,,,
"55632","8","271019510080","271019510010","2710 19 51",,,"- - - - - For undergoing a specific process","Fuel oils of petroleum or bituminous minerals for undergoing a specific process as defined in Additional Note 4 to chapter 27",,,,,,
"55633","8","271019550080","271019510010","2710 19 55",,,"- - - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 51","Fuel oils obtained from bituminous materials, for undergoing chemical transformation (excl. specific processes specified in Additional Note 4 to chapter 27)",,,,,,
"55634","8","271019610010","271019510010",,,,"- - - - - For other purposes",,,,,,,
"55635","9","271019610080","271019610010","2710 19 61",,,"- - - - - - With a sulphur content not exceeding 1 % by weight","Fuel oils obtained from bituminous materials, with a sulphur content of <= 1% by weight (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)",,,,,,
"55636","9","271019630080","271019610010","2710 19 63",,,"- - - - - - With a sulphur content exceeding 1 % by weight but not exceeding 2 % by weight","Fuel oils obtained from bituminous materials, with a sulphur content of > 1% to 2% by weight (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)",,,,,,
"55637","9","271019650080","271019610010","2710 19 65",,,"- - - - - - With a sulphur content exceeding 2 % by weight but not exceeding 2,8 % by weight","Fuel oils obtained from bituminous materials, with a sulphur content of > 2% to 2,8% by weight (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)",,,,,,
"55638","9","271019690080","271019610010","2710 19 69",,,"- - - - - - With a sulphur content exceeding 2,8 % by weight","Fuel oils obtained from bituminous materials, with a sulphur content of > 2,8% by weight (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)",,,,,,
"55639","7","271019710010","271019310010",,,,"- - - - Lubricating oils; other oils",,,,,,,
"55640","8","271019710080","271019710010","2710 19 71",,,"- - - - - For undergoing a specific process","Lubricating oils and other preparations containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, for undergoing a process as specified in Additional Note 4 to chapter 27",,,,,,
"55641","8","271019750080","271019710010","2710 19 75",,,"- - - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 71","Lubricating oils and other preparations containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, for undergoing chemical transformation (excl. specific processes specified in Additional Note 4 to chapter 27)",,,,,,
"55642","8","271019810010","271019710010",,,,"- - - - - For other purposes",,,,,,,
"55643","9","271019810080","271019810010","2710 19 81",,,"- - - - - - Motor oils, compressor lube oils, turbine lube oils","Motor oils, compressor lube oils and turbine lube oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)",,,,,,
"55644","9","271019830080","271019810010","2710 19 83",,,"- - - - - - Liquids for hydraulic purposes","Liquids for hydraulic purposes containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)",,,,,,
"55645","9","271019850080","271019810010","2710 19 85",,,"- - - - - - White oils, liquid paraffin","White oils, liquid paraffin containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituent of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)",,,,,,
"55646","9","271019870080","271019810010","2710 19 87",,,"- - - - - - Gear oils and reductor oils","Gear oils and reductor oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituent of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)",,,,,,
"55647","9","271019910080","271019810010","2710 19 91",,,"- - - - - - Metalworking compounds, mould release-oils, anti-corrosion oils","Metalworking compounds, mould-release oils, anti-corrosion oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituent of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)",,,,,,
